district,date,hazard,any_flag,max_confidence,n_observations,n_triggered,message_en,message_ur,lat,lon
Badin,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,24.721969980491448,68.83381906213141
Badin,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,24.721969980491448,68.83381906213141
Badin,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,24.721969980491448,68.83381906213141
Badin,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,24.721969980491448,68.83381906213141
Badin,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,24.721969980491448,68.83381906213141
Bahawalnagar,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,29.71385204590936,72.98734982630414
Bahawalnagar,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 10.1 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,29.71385204590936,72.98734982630414
Bahawalnagar,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,29.71385204590936,72.98734982630414
Bahawalnagar,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -3.9 K -- outside the fog signature range.,دھند کی علامت نہیں,29.71385204590936,72.98734982630414
Bahawalnagar,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,29.71385204590936,72.98734982630414
Bahawalnagar,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,29.71385204590936,72.98734982630414
Bahawalnagar,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,29.71385204590936,72.98734982630414
Bahawalnagar,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,29.71385204590936,72.98734982630414
Bahawalnagar,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,29.71385204590936,72.98734982630414
Bahawalnagar,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,29.71385204590936,72.98734982630414
Bahawalnagar,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,29.71385204590936,72.98734982630414
Bahawalpur,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,29.15722905712583,71.83899955313666
Bahawalpur,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 13.0 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,29.15722905712583,71.83899955313666
Bahawalpur,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,29.15722905712583,71.83899955313666
Bahawalpur,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -2.6 K -- outside the fog signature range.,دھند کی علامت نہیں,29.15722905712583,71.83899955313666
Bahawalpur,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,29.15722905712583,71.83899955313666
Bahawalpur,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,29.15722905712583,71.83899955313666
Bahawalpur,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,29.15722905712583,71.83899955313666
Bahawalpur,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,29.15722905712583,71.83899955313666
Bahawalpur,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,29.15722905712583,71.83899955313666
Bahawalpur,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,29.15722905712583,71.83899955313666
Bahawalpur,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,29.15722905712583,71.83899955313666
Bajaur,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,34.69535097783778,71.50247232158031
Bajaur,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 8.8 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,34.69535097783778,71.50247232158031
Bajaur,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,34.69535097783778,71.50247232158031
Bajaur,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -2.6 K -- outside the fog signature range.,دھند کی علامت نہیں,34.69535097783778,71.50247232158031
Bajaur,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,34.69535097783778,71.50247232158031
Bajaur,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,34.69535097783778,71.50247232158031
Bajaur,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,34.69535097783778,71.50247232158031
Bajaur,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,34.69535097783778,71.50247232158031
Bajaur,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,34.69535097783778,71.50247232158031
Bajaur,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,34.69535097783778,71.50247232158031
Bajaur,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,34.69535097783778,71.50247232158031
Bannu,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,32.80469584713567,70.62129594655778
Bannu,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 9.4 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,32.80469584713567,70.62129594655778
Bannu,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,32.80469584713567,70.62129594655778
Bannu,20260828,fog,True,0.75,8,1,Small positive IR3.9-IR10.8 difference (1.5 K) over a spatially coherent low-lying area -- classic radiative/advective fog signature. Visibility/ceiling below landing minima. Favourable-for-disease dew conditions; delay spraying until fog clears.,دھند کا امکان (IR3.9-IR10.8 = 1.5 K)۔ رن وے کی مرئیت کم ہو سکتی ہے,32.80469584713567,70.62129594655778
Bannu,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,32.80469584713567,70.62129594655778
Bannu,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,32.80469584713567,70.62129594655778
Bannu,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,32.80469584713567,70.62129594655778
Bannu,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,32.80469584713567,70.62129594655778
Bannu,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,32.80469584713567,70.62129594655778
Bannu,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,32.80469584713567,70.62129594655778
Bannu,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,32.80469584713567,70.62129594655778
Barkhan,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,29.878322635269203,69.54557969336798
Barkhan,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 15.4 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,29.878322635269203,69.54557969336798
Barkhan,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,29.878322635269203,69.54557969336798
Barkhan,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -2.0 K -- outside the fog signature range.,دھند کی علامت نہیں,29.878322635269203,69.54557969336798
Barkhan,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,29.878322635269203,69.54557969336798
Barkhan,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,29.878322635269203,69.54557969336798
Barkhan,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,29.878322635269203,69.54557969336798
Barkhan,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,29.878322635269203,69.54557969336798
Barkhan,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,29.878322635269203,69.54557969336798
Barkhan,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,29.878322635269203,69.54557969336798
Barkhan,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,29.878322635269203,69.54557969336798
Battagram,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,34.78436694594193,73.10999976000136
Battagram,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 7.8 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,34.78436694594193,73.10999976000136
Battagram,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,34.78436694594193,73.10999976000136
Battagram,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -4.0 K -- outside the fog signature range.,دھند کی علامت نہیں,34.78436694594193,73.10999976000136
Battagram,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,34.78436694594193,73.10999976000136
Battagram,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,34.78436694594193,73.10999976000136
Battagram,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,34.78436694594193,73.10999976000136
Battagram,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,34.78436694594193,73.10999976000136
Battagram,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,34.78436694594193,73.10999976000136
Battagram,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,34.78436694594193,73.10999976000136
Battagram,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,34.78436694594193,73.10999976000136
Bhakkar,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,31.580208782076056,71.45658387044473
Bhakkar,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 14.5 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,31.580208782076056,71.45658387044473
Bhakkar,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,31.580208782076056,71.45658387044473
Bhakkar,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -4.2 K -- outside the fog signature range.,دھند کی علامت نہیں,31.580208782076056,71.45658387044473
Bhakkar,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,31.580208782076056,71.45658387044473
Bhakkar,20260828,hail,False,0.55,8,0,No hail-supporting glaciation signature detected.,اولوں کی کوئی علامت نہیں,31.580208782076056,71.45658387044473
Bhakkar,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,31.580208782076056,71.45658387044473
Bhakkar,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,31.580208782076056,71.45658387044473
Bhakkar,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,31.580208782076056,71.45658387044473
Bhakkar,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,31.580208782076056,71.45658387044473
Bhakkar,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,31.580208782076056,71.45658387044473
Buner,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,34.45091928795438,72.4883443099026
Buner,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 9.6 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,34.45091928795438,72.4883443099026
Buner,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,34.45091928795438,72.4883443099026
Buner,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -2.5 K -- outside the fog signature range.,دھند کی علامت نہیں,34.45091928795438,72.4883443099026
Buner,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,34.45091928795438,72.4883443099026
Buner,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,34.45091928795438,72.4883443099026
